match_id,t1_form,t1_win_streak,t1_avg_margin,t1_pp_rr_for,t1_pp_rr_against,t1_md_rr_for,t1_md_rr_against,t1_de_rr_for,t1_de_rr_against,t1_boundary_pct_for,t1_boundary_pct_against,t1_dot_pct_for,t1_dot_pct_against,t1_wickets_taken_5,t1_wickets_lost_5,t1_days_since_last,t1_season_match_no,t1_is_home_venue,t2_form,t2_win_streak,t2_avg_margin,t2_pp_rr_for,t2_pp_rr_against,t2_md_rr_for,t2_md_rr_against,t2_de_rr_for,t2_de_rr_against,t2_boundary_pct_for,t2_boundary_pct_against,t2_dot_pct_for,t2_dot_pct_against,t2_wickets_taken_5,t2_wickets_lost_5,t2_days_since_last,t2_season_match_no,t2_is_home_venue,form_diff,streak_diff,pp_for_diff,death_for_diff,margin_diff
1254109,0.2,0,-19.0,6.991891891891892,6.8243243243243255,6.50561317085818,7.518996865203761,7.811284457478007,9.531161257606492,11.47265428263361,15.29985775308669,35.44563509188324,34.825044411726786,4.2,6.8,3,5,0,0.6,0,12.0,8.245007112375534,7.561491045701571,8.107636363636365,6.149067365383155,11.775953079178887,7.645963949843261,18.3992841300863,12.494798221232227,33.90476364755554,35.761634772319404,7.6,4.8,2,5,0,-0.39999999999999997,0,-1.2531152204836422,-3.9646686217008797,-31.0
1254090,0.5,2,3.5,7.884177699967174,9.035751541014697,6.329875727720555,6.913928571428572,8.580288461538462,6.703225806451614,13.985277275592555,16.280873030506665,37.3425474930271,36.866087561129994,6.0,6.25,4,4,0,0.4,1,-7.4,6.5473684210526315,7.047321005215743,7.878883997358574,7.616536796536797,8.099666295884315,9.159327956989248,12.619222799860774,14.791072971443452,29.193672393301632,33.574964198221956,6.2,5.6,2,5,0,0.09999999999999998,1,1.3368092789145427,0.4806221656541467,10.9
1254110,0.8,0,11.0,7.437837837837837,8.79606448553817,7.162409314823108,6.947095265926359,10.339909748205077,8.172712609970676,16.484374510562922,15.164438282809513,34.739171888815356,31.507339591612464,6.0,5.4,2,5,0,0.8,1,22.6,7.278283546704598,5.628828828828828,6.757044125465178,6.204057557687322,8.890113807760867,8.789442815249268,13.419398543086373,11.491401214482602,32.63316901697557,38.94825567230616,7.2,5.2,2,5,0,0.0,-1,0.15955429113323927,1.4497959404442096,-11.600000000000001
1254093,0.4,1,-13.2,8.74864864864865,7.899383594120437,7.56198106977768,7.977677951942002,8.015762463343108,10.271320815806586,16.478523401450232,16.284404358316536,32.99111404087014,26.849194656055566,4.0,6.6,3,6,0,0.2,0,-19.8,7.011616880037932,7.133333333333333,5.649518178937417,7.378346807457516,7.7058064516129035,11.872890818858561,12.161710908481808,15.054362871647106,39.3771453278636,36.2114631371546,5.6,7.2,3,5,0,0.2,1,1.7370317686107182,0.30995601173020493,6.600000000000001
1254095,0.2,0,-14.0,6.2783783783783775,6.624324324324324,5.9676014749517465,6.395844155844156,7.942193548387098,8.419396551724137,10.306519057801175,13.601941086420023,38.079851269406504,39.18962774506012,4.4,6.8,3,6,0,0.6,3,4.0,7.999649852281432,8.736293540504066,6.263900582176444,6.902571428571429,8.926730769230769,7.10451612903226,14.388221820474044,15.72311112281803,37.71403799442167,36.0008065568405,6.0,6.4,3,5,0,-0.39999999999999997,-3,-1.7212714739030543,-0.9845372208436709,-18.0
1254106,0.6,1,9.0,7.7650071123755335,7.435087719298245,7.312207792207792,6.385026961342751,11.675953079178885,8.235963949843262,16.61723284803502,13.122337092222562,36.35348159627348,34.68305233780477,7.2,5.4,4,6,0,0.2,0,-21.6,8.194736842105263,8.16823138928402,6.4500763078729175,8.814118629908103,7.063746334310851,10.516482106129164,13.781938035596571,18.286173226241065,37.00282135794331,29.77372295794236,3.6,6.4,2,7,0,0.39999999999999997,1,-0.4297297297297291,4.612206744868034,30.6
1254094,0.6,0,4.0,8.114760914760915,9.039924134660977,6.823246753246752,6.7725498113809035,9.33345813530185,8.30291788856305,15.509136415324827,15.32572860539016,33.56329887294234,32.475081527096336,5.8,5.0,3,6,0,0.4,0,-1.6,6.755060728744939,6.6963854542801915,7.850312568787144,7.127647907647908,7.441601779755284,9.355161290322581,12.366815826142323,14.321348200801253,30.12783840943486,36.093863280790764,7.0,5.6,4,6,0,0.19999999999999996,0,1.3597001860159752,1.8918563555465662,5.6
1254101,0.8,2,18.6,6.84556661925083,5.805751905751906,6.115427963849015,5.768343271973036,8.571834237868394,8.053958944281526,12.330318933734494,10.445343447113359,35.69916487373793,40.35861216462986,7.0,6.0,4,6,0,0.6,0,12.2,7.93811139074297,8.594755078965607,6.852991491267353,6.345238095238095,9.63673076923077,6.820645161290322,15.655240436756344,13.688371668723738,35.90520220670287,36.035546010934794,7.2,5.6,2,6,0,0.20000000000000007,2,-1.0925447714921397,-1.0648965313623755,6.400000000000002
1254088,0.4,1,-7.8,7.4611664295874816,7.628070175438596,7.277699997119235,6.741565198262113,7.887624633431085,9.93740694789082,15.02537493769666,13.637777505793448,39.88231879104071,38.78317045422777,6.0,6.0,3,6,0,0.4,1,-5.2,6.75017325017325,6.524324324324324,6.013215510039467,6.417662337662337,7.658322580645162,7.579396551724139,10.823672155599434,12.981648662848908,37.56269817160824,39.80253573501729,5.2,6.4,2,7,0,0.0,0,0.7109931794142312,0.22930205278592286,-2.5999999999999996
1254114,0.6,0,3.6,7.237874311558523,5.65487471276945,6.428559276980328,6.270927004030452,7.480925146959303,8.628958944281525,11.944218547634106,11.261851383621295,33.50697268154573,38.18210422812192,5.8,6.6,2,7,0,0.4,0,-8.0,7.174220374220374,8.910194404931246,6.484823107926556,7.693656530748493,9.363458135301851,8.38291788856305,14.331518130884717,17.117156612500573,34.92766372556585,32.91553185299007,5.4,5.4,3,7,0,0.19999999999999996,0,0.06365393733814884,-1.8825329883425477,11.6
1254115,0.8,1,25.2,7.070117080643397,8.373549257759784,7.202082400358262,6.553174603174602,10.291730769230771,6.209736070381231,15.748355190854705,13.005691517017038,35.59962843621106,35.396411301003624,7.4,5.0,3,7,0,0.6,2,19.2,6.795448079658607,6.233333333333333,7.26282980177717,6.799062049062049,8.525953079178885,6.79700291088222,14.878176036588062,12.734128329335963,35.886120661551615,39.816750791413014,8.0,5.6,4,7,0,0.20000000000000007,-1,0.2746690009847894,1.7657776900518858,6.0
1254116,0.4,0,-7.0,7.801032206295363,6.8683882262829625,6.267448165869218,6.3165114196148675,7.763278088135773,9.362501264030742,13.214059817475377,13.298215019984932,34.14189331646637,35.63136042646903,5.8,6.4,3,8,0,0.8,3,25.2,6.816500711237554,6.173684210526315,7.126561859193439,6.341269841269841,7.755823209049015,6.234502910882221,13.693603033833242,11.224256087756405,36.27441923166837,39.35217471708084,7.8,5.6,2,8,0,-0.4,-3,0.9845314950578095,0.007454879086758126,-32.2
